Index,Phylotype,Sub-Phylotype,Sequevar,Sub-sequevar designation,Strainname,Alt Names,"Environmental Source (Soil, Water, unknown plants)",Host Species (Common name),Host Species ,Host Genus,Host Family,Host Order,Year isolated,Location Isolated,Location (Country or Territory),Location (subcontinent),Location (continent),Lat,Long,Genome Accession,Genome Level,Sequencing Tech,egl accession,mutS accession,other accession,Citation,Year published,Data entered by,Comments
957,I,,,,BR629,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,,"Para, Brazil",Brazil,Southern America,South America,-4.046128,-53.138286,,,,,,,"Castillo 2007, https://doi.org/10.1128/AEM.01253-06",2007,Tiffany Lowe-Power,
958,II,,,,BR574,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,,"Para, Brazil",Brazil,Southern America,South America,-4.046128,-53.138286,,,,,,,"Castillo 2007, https://doi.org/10.1128/AEM.01253-06",2007,Tiffany Lowe-Power,
959,II,,,,BR113,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,"Parana, Brazil",Brazil,Southern America,South America,-24.431337,-51.631761,,,,,,,"Castillo 2007, https://doi.org/10.1128/AEM.01253-06",2007,Tiffany Lowe-Power,
960,I,,,,CC,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,,Democratic Republic of Congo,Democratic Republic of the Congo,Middle Africa,Africa,-1.172919,23.166899,,,,,,,"Castillo 2007, https://doi.org/10.1128/AEM.01253-06",2007,Tiffany Lowe-Power,
961,I,,,,CK,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,,Democratic Republic of Congo,Democratic Republic of the Congo,Middle Africa,Africa,-1.172919,23.166899,,,,,,,"Castillo 2007, https://doi.org/10.1128/AEM.01253-06",2007,Tiffany Lowe-Power,
962,I,,,,K,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,,South Africa,South Africa,Southern Africa,Africa,-28.378272,23.913711,,,,,,,"Castillo 2007, https://doi.org/10.1128/AEM.01253-06",2007,Tiffany Lowe-Power,
963,I,,,,27B,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,,Uganda,Uganda,Eastern Africa,Africa,1.279964,32.386218,,,,,,,"Castillo 2007, https://doi.org/10.1128/AEM.01253-06",2007,Tiffany Lowe-Power,
964,II,IIB,1,,PD1610,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,Belgium,Belgium,Western Europe,Europe,50.438696,4.633575,,,,,,,"Horita 2007, https://doi.org/10.1094/PHYTO.2001.91.4.399",2007,Tiffany Lowe-Power,
965,,,,,629,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,,"Para, Brazil",Brazil,Southern America,South America,-4.046128,-53.138286,,,,,,,"Horita 2007, https://doi.org/10.1094/PHYTO.2001.91.4.399",2007,Tiffany Lowe-Power,
966,,,,,656,,,Cucumis sp. (Gourd),,Cucumis,Cucurbitaceae,Cucurbitales,,"Amazonas, Brazil",Brazil,Southern America,South America,-4.184378,-64.71858,,,,,,,"Horita 2007, https://doi.org/10.1094/PHYTO.2001.91.4.399",2007,Tiffany Lowe-Power,
967,,,,,574,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,,"Para, Brazil",Brazil,Southern America,South America,-4.046128,-53.138286,,,,,,,"Horita 2007, https://doi.org/10.1094/PHYTO.2001.91.4.399",2007,Tiffany Lowe-Power,
968,II,IIB,1,,113,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,"Parana, Brazil",Brazil,Southern America,South America,-24.431337,-51.631761,,,,,,,"Horita 2007, https://doi.org/10.1094/PHYTO.2001.91.4.399",2007,Tiffany Lowe-Power,
969,,,,,67,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,"Bahia, Brazil",Brazil,Southern America,South America,-11.746189,-42.089382,,,,,,,"Horita 2007, https://doi.org/10.1094/PHYTO.2001.91.4.399",2007,Tiffany Lowe-Power,
970,,,,,13,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,"Brasilia, Brazil",Brazil,Southern America,South America,-15.796119,-47.888253,,,,,,,"Horita 2007, https://doi.org/10.1094/PHYTO.2001.91.4.399",2007,Tiffany Lowe-Power,
971,,,,,71,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,"Brasilia, Brazil",Brazil,Southern America,South America,-15.796119,-47.888253,,,,,,,"Horita 2007, https://doi.org/10.1094/PHYTO.2001.91.4.399",2007,Tiffany Lowe-Power,
