Index,Phylotype,Sub-Phylotype,Sequevar,Sub-sequevar designation,Strainname,Alt Names,"Environmental Source (Soil, Water, unknown plants)",Host Species (Common name),Host Species ,Host Genus,Host Family,Host Order,Year isolated,Latitude,Longitude,Location Isolated,Location (Country or Territory),Location (subcontinent),Location (continent),Imported Location,Genome Accession,Genome Level,Sequencing Tech,egl accession,mutS accession,other accession,Citation,Year published,Data entered by,Comments
83,,,,,,,,Corchorus olitorius (Jute),Corchorus olitorius,Corchorus,Malvaceae,Malvales,,22.19916608,78.47668103,India,India,Southern Asia,Asia,,,,,,,,"Sinha 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
84,,,,,,,,Cuminum cyminum (Cumin),Cuminum cyminum,Cuminum,Apiaceae,Apiales,,22.19916608,78.47668103,India,India,Southern Asia,Asia,,,,,,,,"Sinha 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
85,,,,,,,,Foeniculum vulgare (Fennel),Foeniculum vulgare,Foeniculum,Apiaceae,Apiales,,22.19916608,78.47668103,India,India,Southern Asia,Asia,,,,,,,,"Sinha 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
86,,,,,,,,Gossypium hirsutum (Cotton),Gossypium hirsutum,Gossypium,Malvaceae,Malvales,,22.19916608,78.47668103,India,India,Southern Asia,Asia,,,,,,,,"Sinha 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
87,,,,,,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,22.19916608,78.47668103,India,India,Southern Asia,Asia,,,,,,,,"Sinha 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
88,,,,,,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,,23.82201445,88.03867724,"Bengal, India",India,Southern Asia,Asia,,,,,,,,"Sinha 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
89,,,,,,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,23.27173,84.511314,"Kumaon, India",India,Southern Asia,Asia,,,,,,,,"Sinha 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
90,,,,,,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,22.963137,86.71579,"Nilgiri, India",India,Southern Asia,Asia,,,,,,,,"Sinha 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
91,,,,,,,,Trachyspermum ammi (Ajwain),Trachyspermum ammi,Trachyspermum,Apiaceae,Apiales,,22.19916608,78.47668103,India,India,Southern Asia,Asia,,,,,,,,"Sinha 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
92,,,,,,,,Vicia faba (Fava Bean),Vicia faba,Vicia,Fabaceae,Fabales,,22.19916608,78.47668103,India,India,Southern Asia,Asia,,,,,,,,"Sinha 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
93,,,,,,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,,22.19916608,78.47668103,India,India,Southern Asia,Asia,,,,,,,,"Sinha 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
94,,,,,,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,,15.12733346,101.0174377,Thailand,Thailand,South-Eastern Asia,Asia,,,,,,,,"Titatarn 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
95,,,,,,,,Nicotiana tabacum (Tobacco),Nicotiana tabacum,Nicotiana,Solanaceae,Solanales,,15.12733346,101.0174377,Thailand,Thailand,South-Eastern Asia,Asia,,,,,,,,"Titatarn 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
96,,,,,,,,Sesamum indicum (Sesame),Sesamum indicum,Sesamum,Pedaliaceae,Lamiales,,15.12733346,101.0174377,Thailand,Thailand,South-Eastern Asia,Asia,,,,,,,,"Titatarn 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
97,,,,,,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,15.12733346,101.0174377,Thailand,Thailand,South-Eastern Asia,Asia,,,,,,,,"Titatarn 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
98,,,,,,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,,15.12733346,101.0174377,Thailand,Thailand,South-Eastern Asia,Asia,,,,,,,,"Titatarn 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
99,,,,,,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,15.12733346,101.0174377,Thailand,Thailand,South-Eastern Asia,Asia,,,,,,,,"Titatarn 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
100,,,,,,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,,15.12733346,101.0174377,Thailand,Thailand,South-Eastern Asia,Asia,,,,,,,,"Titatarn 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
101,,,,,,,,Arachis hypogaea (Peanut),Arachis hypogaea,Arachis,Fabaceae,Fabales,,-6.478377532,145.2417494,Papua New Guinea,Papua New Guinea,Melanesia,Oceania,,,,,,,,"Tomlinson 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
102,,,,,,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,,-6.478377532,145.2417494,Papua New Guinea,Papua New Guinea,Melanesia,Oceania,,,,,,,,"Tomlinson 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
103,,,,,,,,Casuarina equisetifolia (Ironwood Tree),Casuarina equisetifolia,Casuarina,Casuarinaceae,Fagales,,-6.478377532,145.2417494,Papua New Guinea,Papua New Guinea,Melanesia,Oceania,,,,,,,,"Tomlinson 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
104,,,,,,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,-6.478377532,145.2417494,Papua New Guinea,Papua New Guinea,Melanesia,Oceania,,,,,,,,"Tomlinson 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
105,,,,,,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,,-6.478377532,145.2417494,Papua New Guinea,Papua New Guinea,Melanesia,Oceania,,,,,,,,"Tomlinson 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
106,,,,,,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,-6.478377532,145.2417494,Papua New Guinea,Papua New Guinea,Melanesia,Oceania,,,,,,,,"Tomlinson 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
107,,,,,,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,,-6.478377532,145.2417494,Papua New Guinea,Papua New Guinea,Melanesia,Oceania,,,,,,,,"Tomlinson 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
108,,,,,,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,,14.31542418,108.3395375,Vietnam,Vietnam,South-Eastern Asia,Asia,,,,,,,,"Tung 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
109,,,,,,,,Nicotiana tabacum (Tobacco),Nicotiana tabacum,Nicotiana,Solanaceae,Solanales,,14.31542418,108.3395375,Vietnam,Vietnam,South-Eastern Asia,Asia,,,,,,,,"Tung 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
110,,,,,,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,14.31542418,108.3395375,Vietnam,Vietnam,South-Eastern Asia,Asia,,,,,,,,"Tung 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
111,,,,,,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,,14.31542418,108.3395375,Vietnam,Vietnam,South-Eastern Asia,Asia,,,,,,,,"Tung 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
112,,,,,,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,14.31542418,108.3395375,Vietnam,Vietnam,South-Eastern Asia,Asia,,,,,,,,"Tung 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
113,,,,,,,,Vicia faba (Fava Bean),Vicia faba,Vicia,Fabaceae,Fabales,,14.31542418,108.3395375,Vietnam,Vietnam,South-Eastern Asia,Asia,,,,,,,,"Tung 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
114,,,,,,,,Brassica rapa (Chinese Cabbage),Brassica rapa,Brassica,Brassicaceae,Brassicales,,6.518973,126.09387,"Luzon, Philippines",Philippines,South-Eastern Asia,Asia,,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
115,,,,,,,,Brassica rapa (Chinese Cabbage),Brassica rapa,Brassica,Brassicaceae,Brassicales,,6.518973,126.09387,"Luzon, Philippines",Philippines,South-Eastern Asia,Asia,,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
116,,,,,,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,,6.518973,126.09387,"Luzon, Philippines",Philippines,South-Eastern Asia,Asia,,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
117,,,,,,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,,9.644251,123.34406,"Mindanao, Philippines",Philippines,South-Eastern Asia,Asia,,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
118,,,,,,,,Cucurbita maxima (Squash),Cucurbita maxima,Cucurbita,Cucurbitaceae,Cucurbitales,,6.518973,126.09387,"Luzon, Philippines",Philippines,South-Eastern Asia,Asia,,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
119,,,,,,,,Foeniculum vulgare (Fennel),Foeniculum vulgare,Foeniculum,Apiaceae,Apiales,,6.518973,126.09387,"Luzon, Philippines",Philippines,South-Eastern Asia,Asia,,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
120,,,,,,,,Momordica charantia (Bitter Melon),Momordica charantia,Momordica,Cucurbitaceae,Cucurbitales,,6.518973,126.09387,"Luzon, Philippines",Philippines,South-Eastern Asia,Asia,,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
121,,,,,,,,Nicotiana tabacum (Tobacco),Nicotiana tabacum,Nicotiana,Solanaceae,Solanales,,14.58678841,120.9817792,Philippines,Philippines,South-Eastern Asia,Asia,,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
122,,,,,,,,Phaseolus vulgaris (Common Bean),Phaseolus vulgaris,Phaseolus,Fabaceae,Fabales,,6.518973,126.09387,"Luzon, Philippines",Philippines,South-Eastern Asia,Asia,,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
123,,,,,,,,Phaseolus vulgaris (Common Bean),Phaseolus vulgaris,Phaseolus,Fabaceae,Fabales,,14.58678841,120.9817792,Philippines,Philippines,South-Eastern Asia,Asia,,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
124,,,,,,,,Psophocarpus tetragonolobus (Winged Bean),Psophocarpus tetragonolobus,Psophocarpus,Fabaceae,Fabales,,6.518973,126.09387,"Luzon, Philippines",Philippines,South-Eastern Asia,Asia,,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
125,,,,,,,,Ricinus communis (Castor Bean),Ricinus communis,Ricinus,Euphorbiaceae,Malpighiales,,14.58678841,120.9817792,Philippines,Philippines,South-Eastern Asia,Asia,,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
126,,,,,,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,6.518973,126.09387,"Luzon, Philippines",Philippines,South-Eastern Asia,Asia,,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
127,,,,,,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,9.644251,123.34406,"Mindanao, Philippines",Philippines,South-Eastern Asia,Asia,,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
128,,,,,,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,14.71902,121.102698,"Visayas, Philippines",Philippines,South-Eastern Asia,Asia,,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
129,,,,,,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,,6.518973,126.09387,"Luzon, Philippines",Philippines,South-Eastern Asia,Asia,,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
130,,,,,,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,,9.644251,123.34406,"Mindanao, Philippines",Philippines,South-Eastern Asia,Asia,,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
131,,,,,,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,,14.71902,121.102698,"Visayas, Philippines",Philippines,South-Eastern Asia,Asia,,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
132,,,,,,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,6.518973,126.09387,"Luzon, Philippines",Philippines,South-Eastern Asia,Asia,,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
133,,,,,,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,9.644251,123.34406,"Mindanao, Philippines",Philippines,South-Eastern Asia,Asia,,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
134,,,,,,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,14.71902,121.102698,"Visayas, Philippines",Philippines,South-Eastern Asia,Asia,,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
135,,,,,,,,Tagetes erecta (Marigold),Tagetes erecta,Tagetes,Asteraceae,Asterales,,14.58678841,120.9817792,Philippines,Philippines,South-Eastern Asia,Asia,,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
136,,,,,,,,Tectona grandis (Teak),Tectona grandis,Tectona,Lamiaceae,Lamiales,,14.58678841,120.9817792,Philippines,Philippines,South-Eastern Asia,Asia,,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
137,,,,,,,,Vigna unguiculata (Cowpea),Vigna unguiculata,Vigna,Fabaceae,Fabales,,14.58678841,120.9817792,Philippines,Philippines,South-Eastern Asia,Asia,,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
138,,,,,,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,,14.58678841,120.9817792,Philippines,Philippines,South-Eastern Asia,Asia,,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
139,,,,,,,,Anthurium sp. (Laceleaf),,Anthurium,Araceae,Alismatales,,7.608085219,80.70472725,"Handessa, Sri Lanka",Sri Lanka,Southern Asia,Asia,,,,,,,,"Velupillai 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
140,,,,,,,,Croton hirtus (Hairy Croton),Croton hirtus,Croton,Euphorbiaceae,Malpighiales,,7.4870464,80.364908,"Kurunegala, Sri Lanka",Sri Lanka,Southern Asia,Asia,,,,,,,,"Velupillai 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
141,,,,,,,,Curcuma longa (Turmeric),Curcuma longa,Curcuma,Zingiberaceae,Zingiberales,,7.0925595,79.9951396,"Gampaha, Sri Lanka",Sri Lanka,Southern Asia,Asia,,,,,,,,"Velupillai 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
142,,,,,,,,Mesosphaerum suaveolens (Pignut),Mesosphaerum suaveolens,Mesosphaerum,Lamiaceae,Lamiales,,7.4870464,80.364908,"Kurunegala, Sri Lanka",Sri Lanka,Southern Asia,Asia,,,,,,,,"Velupillai 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
143,,,,,,,,Momordica charantia (Bitter Melon),Momordica charantia,Momordica,Cucurbitaceae,Cucurbitales,,7.2173097,80.7389875,"Marassana, Sri Lanka",Sri Lanka,Southern Asia,Asia,,,,,,,,"Velupillai 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
144,,,,,,,,Nicotiana tabacum (Tobacco),Nicotiana tabacum,Nicotiana,Solanaceae,Solanales,,7.608085219,80.70472725,Sri Lanka,Sri Lanka,Southern Asia,Asia,,,,,,,,"Velupillai 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
